"","taz_sub","lowInc_0_autos.x","lowInc_autos_lt_workers.x","lowInc_autos_ge_workers.x","medInc_0_autos.x","medInc_autos_lt_workers.x","medInc_autos_ge_workers.x","highInc_0_autos.x","highInc_autos_lt_workers.x","highInc_autos_ge_workers.x","veryHighInc_0_autos.x","veryHighInc_autos_lt_workers.x","veryHighInc_autos_ge_workers.x","destChoiceAlt.x","taz.x","subzone.x","lowInc_0_autos_t.x","lowInc_autos_lt_workers_t.x","lowInc_autos_ge_workers_t.x","medInc_0_autos_t.x","medInc_autos_lt_workers_t.x","medInc_autos_ge_workers_t.x","highInc_0_autos_t.x","highInc_autos_lt_workers_t.x","highInc_autos_ge_workers_t.x","veryHighInc_0_autos_t.x","veryHighInc_autos_lt_workers_t.x","veryHighInc_autos_ge_workers_t.x","mwt.x","subzone_s.x","lowInc_0_autos.y","lowInc_autos_lt_workers.y","lowInc_autos_ge_workers.y","medInc_0_autos.y","medInc_autos_lt_workers.y","medInc_autos_ge_workers.y","highInc_0_autos.y","highInc_autos_lt_workers.y","highInc_autos_ge_workers.y","veryHighInc_0_autos.y","veryHighInc_autos_lt_workers.y","veryHighInc_autos_ge_workers.y","destChoiceAlt.y","taz.y","subzone.y","lowInc_0_autos_t.y","lowInc_autos_lt_workers_t.y","lowInc_autos_ge_workers_t.y","medInc_0_autos_t.y","medInc_autos_lt_workers_t.y","medInc_autos_ge_workers_t.y","highInc_0_autos_t.y","highInc_autos_lt_workers_t.y","highInc_autos_ge_workers_t.y","veryHighInc_0_autos_t.y","veryHighInc_autos_lt_workers_t.y","veryHighInc_autos_ge_workers_t.y","mwt.y","subzone_s.y","mdiff"
"1713","204c",18.2133,12.9306,11.83342,18.20753,13.15056,12.11499,18.19878,13.23371,12.21984,18.22572,13.3581,12.36153,609,204,0,230.816417910448,179.163432835821,350.770895522388,227.447014925373,183.138805970149,340.707462686567,224.423880597015,186.333582089552,334.730597014925,223.271641791045,192.605970149254,327.626119402985,318.531410447761,"c",18.36438,13.12588,12.00741,18.34351,13.31317,12.26368,18.32307,13.38118,12.3573,18.3327,13.49347,12.48954,609,204,0,223.60447761194,178.006716417911,337.264925373134,219.363432835821,181.294029850746,333.217910447761,215.613432835821,182.44328358209,330.444029850746,210.870149253731,184.332835820896,327.336567164179,312.140431343284,"c",9.16891044776128
"1714","205a",18.15405,13.06871,11.89904,18.16289,13.26379,12.15529,18.16191,13.33897,12.25224,18.20199,13.45694,12.38739,613,205,1,226.394776119403,189.470149253731,355.667910447761,224.115671641791,191.588805970149,343.714925373134,221.672388059701,194.188805970149,337.148507462687,221.500746268657,199.982089552239,329.555970149254,321.255781343284,"a",18.33709,13.28843,12.08749,18.33204,13.45127,12.31727,18.32115,13.51228,12.40311,18.35009,13.62133,12.5305,613,205,1,221.567910447761,190.137313432836,343.241044776119,218.507462686567,191.6,337.217164179104,215.470149253731,192.226865671642,333.862686567164,212.167910447761,193.874626865672,330.39328358209,316.109055970149,"a",10.2754380597015
"1715","205b",18.08791,12.93032,11.80602,18.08216,13.1245,12.06748,18.07433,13.1994,12.16624,18.10644,13.31657,12.30246,614,205,2,221.458955223881,179.142537313433,348.726119402985,218.091044776119,181.194029850746,337.161940298507,215.136567164179,183.773134328358,330.730597014925,214.370149253731,189.50671641791,323.217910447761,314.551297014925,"b",18.26316,13.13907,11.98393,18.24526,13.30414,12.22215,18.22812,13.366,12.31095,18.24862,13.47464,12.43985,614,205,2,216.050746268657,178.991044776119,335.512686567164,212.031343283582,180.620149253731,330.118656716418,208.527611940299,181.310447761194,326.985074626866,204.59552238806,182.927611940299,323.628358208955,308.854375373134,"b",10.3447686567164
"1716","205c",18.23026,13.21709,12.00334,18.25356,13.41145,12.2532,18.25809,13.48467,12.34684,18.30322,13.59939,12.47832,612,205,0,232.082089552239,200.54328358209,363.451492537313,230.882089552239,202.608208955224,351.021641791045,228.85,205.061940298507,344.208208955224,229.055223880597,210.612686567164,336.341791044776,328.615130597015,"c",18.42015,13.44425,12.20043,18.42937,13.60679,12.42306,18.42436,13.66632,12.50543,18.461,13.77478,12.63065,612,205,0,227.766417910448,201.765671641791,351.669402985075,225.770895522388,203.205970149254,345.111940298507,223.172388059702,203.722388059702,341.498507462687,220.444776119403,205.326119402985,337.867164179104,324.088729104478,"c",9.82422388059706
"1717","206a",17.85937,12.64117,11.60517,17.86126,12.88934,11.91477,17.85915,12.98222,12.02844,17.89612,13.11387,12.17563,616,206,1,204.403731343283,157.564179104478,333.737313432836,201.605970149254,163.644776119403,325.765671641791,199.078358208955,167.565671641791,320.447014925373,198.674626865672,174.379850746269,313.752985074627,302.230549253731,"a",18.01099,12.79873,11.73221,17.99884,13.01063,12.01691,17.98665,13.08841,12.12044,18.01542,13.2091,12.25869,616,206,1,197.232089552239,153.592537313433,316.727611940299,193.641791044776,158.716417910448,314.80223880597,190.507462686567,160.594776119403,312.767910447761,187.192537313433,163.111194029851,310.108955223881,292.767282089552,"a",8.97821343283579
"1718","206b",17.82809,12.5675,11.56152,17.81803,12.80999,11.87068,17.81055,12.90124,11.9844,17.84116,13.03073,12.13116,617,206,2,202.069402985075,152.066417910448,330.479850746269,198.379850746269,157.723134328358,322.475373134328,195.451492537313,161.522388059701,317.160447761194,194.573134328358,168.175373134328,310.434328358209,298.816276865672,"b",17.97638,12.7175,11.68264,17.9546,12.92801,11.97013,17.93807,13.00565,12.07479,17.96116,13.12497,12.21314,617,206,2,194.649253731343,147.530597014925,313.028358208955,190.340298507463,152.550746268657,311.311194029851,186.882089552239,154.418656716418,309.361194029851,183.14328358209,156.832835820895,306.709701492537,289.149560447761,"b",10.2356104477612
"1719","206c",17.95204,12.84329,11.73152,17.95888,13.059,12.01421,17.95933,13.14159,12.11982,17.99948,13.26436,12.26049,615,206,0,211.319402985075,172.64776119403,343.166417910448,208.891044776119,176.305970149254,333.186567164179,206.55447761194,179.458955223881,327.266417910448,206.388059701492,185.610447761194,320.085820895522,309.97518358209,"c",18.12006,13.03321,11.88391,18.11545,13.21494,12.13971,18.10737,13.28309,12.23442,18.14186,13.39637,12.36636,615,206,0,205.371641791045,171.091044776119,328.048507462687,202.344029850746,173.963432835821,323.966417910448,199.516417910448,175.123134328358,321.273880597015,196.628358208955,177.086567164179,318.144029850746,302.284952238806,"c",9.5141537313433
"1720","207a",18.20532,13.09778,11.93629,18.20337,13.27919,12.18774,18.19602,13.34889,12.28288,18.22053,13.45582,12.41239,619,207,1,230.220895522388,191.639552238806,358.44776119403,227.136567164179,192.738059701492,346.136567164179,224.217910447761,194.929104477612,339.435074626866,222.884328358209,199.898507462687,331.421641791045,323.575141044776,"a",18.31427,13.24731,12.07731,18.31564,13.40678,12.30804,18.30972,13.46599,12.39376,18.33484,13.5669,12.51617,619,207,1,219.864925373134,187.068656716418,342.481343283582,217.283582089552,188.279850746269,336.528358208955,214.617164179104,188.772388059702,333.164925373134,211.029850746269,189.812686567164,329.323880597015,315.055526865672,"a",7.49990597014931
"1721","207b",18.13931,12.95632,11.84207,18.12473,13.13993,12.1015,18.11136,13.21054,12.19945,18.12886,13.31841,12.33142,620,207,2,225.294776119403,181.082835820896,351.416417910448,221.267910447761,182.34552238806,339.700746268657,217.9,184.60447761194,333.208955223881,216.04328358209,189.644029850746,325.379104477612,316.994093283582,"b",18.24369,13.10213,11.9798,18.23486,13.26592,12.22018,18.22441,13.32707,12.30944,18.24314,13.42897,12.43429,620,207,2,214.59776119403,176.234328358209,335.20447761194,211.255223880597,177.767910447761,329.971641791045,208.250746268657,178.405223880597,326.872388059702,204.186567164179,179.519402985075,323.213432835821,308.340644776119,"b",8.40385298507465
"1722","207c",18.02913,12.69193,11.6783,18.0035,12.90606,11.96718,17.98456,12.9874,12.07468,17.99656,13.10753,12.21618,618,207,0,217.072388059701,161.35223880597,339.194776119403,212.220895522388,164.892537313433,329.676865671642,208.437313432836,167.95223880597,323.89776119403,206.170149253731,173.906716417911,316.779104477612,306.673376119403,"c",18.13148,12.84493,11.81886,18.11374,13.03642,12.0872,18.09935,13.108,12.18598,18.11255,13.22007,12.31914,618,207,0,206.223880597015,157.040298507463,323.194029850746,202.216417910448,160.641044776119,320.04776119403,198.917910447761,162.056716417911,317.658955223881,194.441044776119,163.929850746269,314.620149253731,298.116492537313,"c",7.67111343283585
"1723","208a",17.35662,12.65052,11.68376,17.49802,12.89166,11.97037,17.57597,12.98563,12.07775,17.62625,13.10693,12.21642,622,208,1,166.885074626866,158.261940298508,339.60223880597,174.498507462687,163.817910447761,329.914925373134,177.94552238806,167.820149253731,324.126865671642,178.535074626866,173.861940298508,316.797014925373,302.693425373134,"a",17.23336,12.35833,11.58528,17.3546,12.61593,11.8821,17.42825,12.71519,11.99129,17.45958,12.83708,12.128,622,208,1,139.2,120.726865671642,305.762686567164,145.564179104478,129.261194029851,304.741791044776,148.835820895522,132.742537313433,303.129850746269,145.711940298507,135.348507462687,300.355970149254,277.450249253731,"a",9.33054029850751
"1724","208b",17.27809,12.54027,11.6234,17.41912,12.79194,11.91815,17.49883,12.88978,12.02819,17.54554,13.01382,12.1691,623,208,2,161.024626865672,150.034328358209,335.09776119403,168.610447761194,156.376119402985,326.017910447761,172.188805970149,160.667164179104,320.428358208955,172.511940298507,166.913432835821,313.265671641791,298.39453358209,"b",17.23336,12.35833,11.58528,17.3546,12.61593,11.8821,17.42825,12.71519,11.99129,17.45958,12.83708,12.128,623,208,2,139.2,120.726865671642,305.762686567164,145.564179104478,129.261194029851,304.741791044776,148.835820895522,132.742537313433,303.129850746269,145.711940298507,135.348507462687,300.355970149254,277.450249253731,"b",10.115971641791
"1725","208c",18.24,12.91925,11.76018,18.28666,13.12452,12.04135,18.31461,13.2055,12.14674,18.34993,13.31663,12.28379,621,208,0,232.80895522388,178.316417910448,345.305223880597,233.35223880597,181.19552238806,335.211940298507,233.067910447761,184.228358208955,329.275373134328,232.541044776119,189.511194029851,321.824626865672,314.052696268657,"c",18.40998,13.07277,11.89246,18.44229,13.24664,12.14764,18.46045,13.31376,12.24236,18.49107,13.41525,12.36961,621,208,0,227.007462686567,174.04328358209,328.686567164179,226.735074626866,176.329104477612,324.558208955224,225.865671641791,177.411940298508,321.866417910448,222.688805970149,178.49552238806,318.386567164179,304.974446268657,"c",9.33159104477613
"1726","209a",16.99946,12.59,11.69613,17.08449,12.88874,12.01624,17.1166,12.99818,12.13367,17.16567,13.14205,12.28302,625,209,1,140.231343283582,153.74552238806,340.525373134328,143.638059701492,163.6,333.338059701493,143.664179104478,168.75671641791,328.3,144.163432835821,176.482835820896,321.767164179105,302.940652238806,"a",17.14173,12.66286,11.78703,17.18024,12.91833,12.08337,17.19179,13.01108,12.19112,17.20612,13.13823,12.32921,625,209,1,132.361940298507,143.452985074627,320.818656716418,132.55223880597,151.828358208955,319.761940298507,131.189552238806,154.823880597015,318.042537313433,126.797014925373,157.822388059701,315.371641791045,290.612873880597,"a",7.92792835820904
"1727","209b",16.92493,12.51334,11.65688,16.98494,12.80685,11.97526,17.00644,12.91468,12.09225,17.04032,13.05617,12.24068,626,209,2,134.669402985075,148.024626865672,337.596268656716,136.208955223881,157.488805970149,330.279850746269,135.44328358209,162.525373134328,325.208955223881,134.808955223881,170.073880597015,318.607462686567,299.363741791045,"b",17.08541,12.60066,11.75565,17.11139,12.85753,12.05394,17.11779,12.95101,12.16247,17.12243,13.07782,12.30072,626,209,2,128.15895522388,138.811194029851,318.476865671642,127.414179104478,147.291044776119,317.565671641791,125.667164179104,150.341044776119,315.90447761194,120.551492537314,153.314179104478,313.24552238806,288.037179104478,"b",8.42803805970146
"1728","209c",17.0116,12.60247,11.70266,17.03496,12.84782,11.99555,17.04019,12.94003,12.10464,17.0536,13.06511,12.245,624,209,0,141.137313432836,154.676119402985,341.012686567164,139.941791044776,160.546268656716,331.794029850746,137.961940298507,164.417164179104,326.133582089552,135.8,170.741044776119,318.929850746269,301.268805970149,"c",16.94063,12.43894,11.67858,16.93005,12.69989,11.9819,16.9209,12.79546,12.09245,16.8954,12.9213,12.23111,624,209,0,117.35447761194,126.742537313433,312.725373134328,113.881343283582,135.526865671642,312.189552238806,110.973880597015,138.732835820896,310.679104477612,103.60895522388,141.633582089552,308.050746268657,281.621584328358,"c",7.7477179104477
"1729","20a",21.03078,14.61816,12.32758,21.02536,14.66783,12.52901,21.02999,14.69264,12.60504,21.06291,14.74972,12.71574,58,20,1,441.076119402985,305.100746268657,387.648507462686,437.732835820896,296.367910447761,371.60447761194,435.708208955224,295.208955223881,363.476865671642,435.00223880597,296.458208955224,354.059701492537,370.963608208955,"a",21.08985,14.73774,12.542,21.07625,14.77386,12.71002,21.07393,14.7901,12.77262,21.10776,14.84767,12.87666,58,20,1,426.99776119403,298.294776119403,377.159701492537,423.299253731343,290.300746268657,366.526865671642,420.901492537314,287.586567164179,361.438059701492,417.964179104478,285.392537313433,356.226119402985,365.871875373134,"a",7.30153955223881
"1730","20b",21.02237,14.55225,12.18317,21.01556,14.59502,12.39295,21.0197,14.61761,12.47221,21.05196,14.67168,12.58511,59,20,2,440.448507462686,300.182089552239,376.871641791045,437.001492537314,290.934328358209,361.450746268657,434.940298507463,289.609701492537,353.564179104478,434.185074626866,290.634328358209,344.311194029851,361.990564925373,"b",21.07898,14.65711,12.3812,21.06419,14.68856,12.56221,21.06144,14.70336,12.62956,21.09456,14.75803,12.73589,59,20,2,426.186567164179,292.277611940299,365.159701492537,422.399253731343,283.935074626866,355.496268656716,419.969402985075,281.113432835821,350.761940298507,416.979104477612,278.702985074627,345.720895522388,356.062453731343,"b",8.53701716417913
"1731","20c",21.01471,14.48875,12.03199,21.00673,14.52508,12.25329,21.01044,14.54565,12.33684,21.04211,14.59662,12.45235,57,20,0,439.876865671642,295.44328358209,365.589552238806,436.342537313433,285.714925373134,351.028358208955,434.249253731343,284.239552238806,343.461940298507,433.45,285.032835820896,334.403731343284,352.801602985075,"c",21.06979,14.58414,12.22312,21.05404,14.61152,12.41989,21.05096,14.62519,12.49301,21.08337,14.67623,12.60051,57,20,0,425.500746268657,286.832089552239,353.362686567164,421.641791044776,278.185820895522,344.875373134328,419.187313432836,275.279850746269,340.571641791045,416.144029850746,272.598507462687,335.617910447761,346.620187313433,"c",7.73835149253733
"1732","210a",17.49311,12.76049,11.78684,17.56326,13.03655,12.09719,17.59261,13.13956,12.21183,17.63968,13.27687,12.35841,628,210,1,177.070895522388,166.468656716418,347.294776119403,179.367164179104,174.630597014925,339.379104477612,179.187313432836,179.307462686567,334.132835820896,179.537313432836,186.544029850746,327.39328358209,312.118168656716,"a",17.68019,12.89278,11.91208,17.72913,13.12589,12.19612,17.74973,13.21189,12.29992,17.77397,13.33146,12.43417,628,210,1,172.54552238806,160.611194029851,330.150746268657,173.514179104478,167.317910447761,328.176119402985,172.826865671642,169.809701492537,326.161940298507,169.173880597015,172.242537313433,323.20447761194,302.450255970149,"a",8.02961343283584
"1733","210b",17.42682,12.66504,11.73404,17.47812,12.93751,12.04434,17.49957,13.03936,12.15902,17.53532,13.17464,12.30506,629,210,2,172.123880597015,159.34552238806,343.35447761194,173.013432835821,167.239552238806,335.435074626866,172.244029850746,171.829850746269,330.191791044776,171.749253731343,178.914925373134,323.411940298507,307.786508955224,"b",17.61839,12.79864,11.85961,17.65693,13.035,12.14801,17.67357,13.12233,12.25335,17.68986,13.24191,12.3883,629,210,2,167.933582089552,153.585820895522,326.235074626866,168.126119402985,160.535074626866,324.585820895522,167.14328358209,163.126119402985,322.686567164179,162.897014925373,165.559701492537,319.781343283582,298.522304477612,"b",8.83734402985073
"1734","210c",17.37497,12.58833,11.69324,17.41821,12.86696,12.00819,17.43612,12.97059,12.12422,17.46635,13.10721,12.27129,627,210,0,168.25447761194,153.620895522388,340.309701492537,168.542537313433,161.974626865672,332.737313432836,167.508955223881,166.69776119403,327.594776119403,166.60223880597,173.882835820896,320.891791044776,304.78235,"c",17.54654,12.68507,11.79924,17.57546,12.93031,12.09514,17.58832,13.02057,12.20287,17.59651,13.1419,12.33944,627,210,0,162.571641791045,145.110447761194,321.729850746269,162.046268656716,152.722388059702,320.640298507463,160.781343283582,155.532089552239,318.919402985075,155.930597014925,158.096268656716,316.135074626866,294.16081641791,"c",8.02919477611937
"1735","211a",17.63127,12.74404,11.7569,17.68874,13.02396,12.07439,17.71217,13.12798,12.19121,17.75401,13.26632,12.33986,631,211,1,187.381343283582,165.241044776119,345.060447761194,188.731343283582,173.691044776119,337.677611940298,188.109701492537,178.44328358209,332.594029850746,188.069402985075,185.75671641791,326.008955223881,311.537681343284,"a",17.83211,12.89391,11.88805,17.87364,13.12647,12.17603,17.89089,13.21267,12.28146,17.91264,13.33216,12.41713,631,211,1,183.882835820895,160.69552238806,328.357462686567,184.298507462687,167.361194029851,326.676865671642,183.361194029851,169.867910447761,324.784328358209,179.522388059701,172.294776119403,321.932835820896,302.234601492537,"a",6.41332313432838
"1736","211b",17.58152,12.66021,11.70976,17.62126,12.93344,12.02548,17.63713,13.03537,12.14185,17.66842,13.17076,12.2895,632,211,2,183.668656716418,158.985074626866,341.542537313433,183.69552238806,166.935820895522,334.027611940299,182.509701492537,171.532089552239,328.910447761194,181.682089552239,178.625373134328,322.250746268657,307.61291641791,"b",17.78056,12.80224,11.8356,17.81214,13.03664,12.12745,17.82546,13.1237,12.23427,17.83976,13.24259,12.37041,632,211,2,180.035820895522,153.85447761194,324.44328358209,179.708955223881,160.657462686567,323.051492537313,178.478358208955,163.228358208955,321.262686567164,174.083582089552,165.610447761194,318.446268656716,298.351532089552,"b",7.31496119402988
"1737","211c",17.5989,12.68982,11.72621,17.6375,12.95542,12.03717,17.65301,13.05509,12.15218,17.68405,13.18827,12.29856,630,211,0,184.965671641791,161.194776119403,342.770149253731,184.907462686567,168.576119402985,334.9,183.694776119403,173.003731343284,329.681343283582,182.848507462687,179.932089552239,322.926865671642,308.572121641791,"c",17.78322,12.80706,11.83831,17.81334,13.03841,12.12839,17.82595,13.12436,12.23462,17.83924,13.24195,12.37008,630,211,0,180.234328358209,154.214179104478,324.64552238806,179.798507462687,160.789552238806,323.121641791045,178.514925373134,163.277611940298,321.288805970149,174.044776119403,165.562686567164,318.421641791045,298.425388059702,"c",6.51984402985079
